productname,variationname,companyname,homeloantype,mintotalloanamount,maxlvr,minlvr,fixmonth,allowssplitloan,hasoffsetaccount,isfirsthomebuyersavailable,requiresfirsthomebuyers,hasowneroccupiedpurpose,hasinvestmentpurpose,hasprincipalandinterest,hasinterestonly,minloanterm,maxloanterm,hasweeklyrepayments,hasfortnightlyrepayments,hasmonthlyrepayments,isnewcustomer,labels
Home Package Plus Investment Fixed (Interest Only),Home Package Plus Investment Fixed (Interest Only) 1 Year ,Suncorp Bank,FIXED,150000.0,90.0,0.0,12.0,False,False,True,False,False,True,False,True,8,30,True,True,True,False,4
Home Package Plus Investment Fixed (Interest Only),Home Package Plus Investment Fixed (Interest Only) 2 Years,Suncorp Bank,FIXED,150000.0,90.0,0.0,24.0,False,False,True,False,False,True,False,True,8,30,True,True,True,False,4
Low Doc Standard Variable Rate Home Loan (Interest Only),Low Doc Standard Variable Rate Home Loan (Interest Only),Bank of Queensland,VARIABLE,0.0,80.0,0.0,nan,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Standard Variable Investment Loan (Interest Only),Standard Variable Investment Loan (Interest Only),Citi,VARIABLE,250000.0,90.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,True,True,True,False,1
First Home Premium Package,First Home Premium Package,G&C Mutual Bank,VARIABLE,0.0,95.0,0.0,nan,False,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Standard Variable Investment Loan (Interest Only),Standard Variable Investment Loan (Interest Only),Yellow Brick Road,VARIABLE,0.0,80.0,0.0,nan,True,False,True,False,False,True,False,True,1,30,False,True,True,False,4
Basic Variable Investment Loan (Interest Only),Basic Variable Investment Loan (Interest Only) (LVR <80%),The Rock Building Society,VARIABLE,100000.0,80.0,80.0,nan,False,False,False,False,False,True,False,True,0,45,True,True,True,False,4
Fixed Rate Investment Loan (Interest Only),Fixed Rate Investment Loan 3 Years (Interest Only) (LVR < 80%),The Rock Building Society,FIXED,50000.0,80.0,0.0,36.0,True,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Fixed Rate Investment Loan (Interest Only),Fixed Rate Investment Loan 1 Year (Interest Only) (LVR < 80%),The Rock Building Society,FIXED,50000.0,80.0,0.0,12.0,True,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Fixed Rate Home Loan (Interest Only),Fixed Rate Home Loan 2 Years (Interest Only) (LVR < 80%),The Rock Building Society,FIXED,50000.0,80.0,0.0,24.0,True,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Fixed Rate Home Loan (Interest Only),Fixed Rate Home Loan 1 Year (Interest Only) (LVR < 80%),The Rock Building Society,FIXED,50000.0,80.0,0.0,12.0,True,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Standard Variable Investment Loan (Interest Only),Standard Variable Investment Loan (Interest Only),The Rock Building Society,VARIABLE,50000.0,80.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,True,True,True,False,1
Variable Home Loan (Interest Only),Variable Home Loan (Interest Only),Delphi Bank,VARIABLE,30000.0,90.0,0.0,nan,False,False,True,False,True,False,False,True,1,30,False,True,True,False,0
Variable Residential Investment Loan (Interest Only),Variable Residential Investment Loan (Interest Only),Coastline Credit Union,VARIABLE,5000.0,90.0,0.0,nan,True,False,False,False,False,True,False,True,1,30,True,True,True,False,4
Advantage Fixed Home Loan (Interest Only),Advantage Fixed Home Loan 5 Years (Interest Only) (LVR < 90%),Mortgage House,FIXED,100000.0,90.0,0.0,60.0,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Advantage Fixed Home Loan (Interest Only),Advantage Fixed Home Loan 2 Years (Interest Only) (LVR < 90%),Mortgage House,FIXED,100000.0,90.0,0.0,24.0,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Advantage Fixed Investment Loan (Interest Only),Advantage Fixed Investment Loan 1 Year (Interest Only),Mortgage House,FIXED,100000.0,90.0,0.0,12.0,True,True,True,False,False,True,False,True,1,30,True,True,True,False,4
Advantage Fixed Investment Loan (Interest Only),Advantage Fixed Investment Loan 3 Years (Interest Only),Mortgage House,FIXED,100000.0,90.0,0.0,36.0,True,True,True,False,False,True,False,True,1,30,True,True,True,False,4
Advantage Fixed Investment Loan (Interest Only),Advantage Fixed Investment Loan 5 Years (Interest Only),Mortgage House,FIXED,100000.0,90.0,0.0,60.0,True,True,True,False,False,True,False,True,1,30,True,True,True,False,4
Premium Home Loan (Interest Only),Premium Home Loan (Interest Only),Police Bank,VARIABLE,50000.0,95.0,0.0,nan,True,True,True,False,True,False,False,True,5,30,True,True,True,False,0
Home Sweet Home Loan (Interest Only),Home Sweet Home Loan (Interest Only) ($100k+),Holiday Coast Credit Union,VARIABLE,100000.0,95.0,0.0,nan,False,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Fixed 'n' Easy Investment Loan (Interest Only),Fixed 'n' Easy Investment Loan 1 Year (Interest Only),Holiday Coast Credit Union,FIXED,100000.0,95.0,0.0,12.0,False,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Fixed 'n' Easy Investment Loan (Interest Only),Fixed 'n' Easy Investment Loan 2 Years (Interest Only),Holiday Coast Credit Union,FIXED,100000.0,95.0,0.0,24.0,False,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Keep It Simple Home Loan (Interest Only),Keep It Simple Home Loan (Interest Only),Holiday Coast Credit Union,VARIABLE,50000.0,95.0,0.0,nan,False,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Fixed 'n' Easy Home Loan (Interest Only),Fixed 'n' Easy Home Loan 1 Year (Interest Only),Holiday Coast Credit Union,FIXED,100000.0,95.0,0.0,12.0,False,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Fixed 'n' Easy Home Loan (Interest Only),Fixed 'n' Easy Home Loan 3 Years (Interest Only),Holiday Coast Credit Union,FIXED,100000.0,95.0,0.0,36.0,False,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Premium Package Investment Loan (Interest Only),Premium Package Investment Loan (Interest Only) (LVR < 80%),Gateway Bank,VARIABLE,150000.0,80.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,False,False,True,False,4
Premium Variable Investment Loan (Interest Only),Premium Variable Investment Loan (Interest Only),Newcastle Permanent,VARIABLE,0.0,80.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,True,True,True,False,1
Premier Standard Variable Investment Loan (Interest Only),Premier Standard Variable Investment Loan (Interest Only) ($500k-$750k),HSBC,VARIABLE,500000.0,90.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,True,True,True,False,1
Premier Standard Variable Investment Loan (Interest Only),Premier Standard Variable Investment Loan (Interest Only) ($1.5m-$7.5m),HSBC,VARIABLE,1500000.0,90.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,True,True,True,False,1
Premier Fixed Rate Home Loan (Interest Only),Premier Fixed Rate Home Loan (Interest Only) 2 Years,HSBC,FIXED,500000.0,90.0,0.0,24.0,True,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Premier Fixed Rate Home Loan (Interest Only),Premier Fixed Rate Home Loan (Interest Only) 4 Years,HSBC,FIXED,500000.0,90.0,0.0,48.0,True,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Premier Fixed Rate Investment Loan (Interest Only),Premier Fixed Rate Investment Loan (Interest Only) 4 Years,HSBC,FIXED,500000.0,90.0,0.0,48.0,True,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Premier Fixed Rate Investment Loan (Interest Only),Premier Fixed Rate Investment Loan (Interest Only) 3 Years,HSBC,FIXED,500000.0,90.0,0.0,36.0,True,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Premier Fixed Rate Investment Loan (Interest Only),Premier Fixed Rate Investment Loan (Interest Only) 5 Years,HSBC,FIXED,500000.0,90.0,0.0,60.0,True,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Fresh Start Variable Rate Investment Loan (Interest Only),Fresh Start Variable Rate Investment Loan (Interest Only),CUA,VARIABLE,10000.0,80.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,True,True,True,False,1
Standard Variable Investment Loan (Interest Only),Standard Variable Investment Loan (Interest Only),Regional Australia Bank,VARIABLE,0.0,95.0,0.0,nan,True,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Basic Home Loan (Interest Only),Basic Home Loan (Interest Only),Regional Australia Bank,VARIABLE,100000.0,95.0,0.0,nan,True,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Basic Investment Loan (Interest Only),Basic Investment Loan (Interest Only),Regional Australia Bank,VARIABLE,100000.0,95.0,0.0,nan,True,False,True,False,False,True,False,True,1,25,True,True,True,False,4
Fixed Home Loan (Interest Only),Fixed Home Loan (Interest Only) 5 Years,Regional Australia Bank,FIXED,50000.0,95.0,0.0,60.0,True,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Fixed Home Loan (Interest Only),Fixed Home Loan (Interest Only) 2 Years,Regional Australia Bank,FIXED,50000.0,95.0,0.0,24.0,True,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Fixed Investment Loan (Interest Only),Fixed Investment Loan (Interest Only) 1 Year,Regional Australia Bank,FIXED,50000.0,95.0,0.0,12.0,True,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Fixed Investment Loan (Interest Only),Fixed Investment Loan (Interest Only) 2 Years,Regional Australia Bank,FIXED,50000.0,95.0,0.0,24.0,True,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Mortgage Offset Investment Loan (Interest Only),Mortgage Offset Investment Loan (Interest Only),Regional Australia Bank,VARIABLE,50000.0,80.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,True,True,True,False,1
Partnership Advantage Fixed Home Loan (Interest Only),Partnership Advantage Fixed Home Loan (Interest Only) 3 Years,Regional Australia Bank,FIXED,0.0,95.0,0.0,36.0,True,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Partnership Advantage Fixed Home Loan (Interest Only),Partnership Advantage Fixed Home Loan (Interest Only) 1 Year,Regional Australia Bank,FIXED,0.0,95.0,0.0,12.0,True,False,True,False,True,False,False,True,1,30,True,True,True,False,0
Partnership Advantage Fixed Investment Loan (Interest Only),Partnership Advantage Fixed Investment Loan (Interest Only) 5 Years,Regional Australia Bank,FIXED,0.0,95.0,0.0,60.0,True,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Partnership Advantage Fixed Investment Loan (Interest Only),Partnership Advantage Fixed Investment Loan (Interest Only) 1 Year,Regional Australia Bank,FIXED,0.0,95.0,0.0,12.0,True,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Partnership Advantage Home Loan (Interest Only),Partnership Advantage Home Loan (Interest Only) ($250k+),Regional Australia Bank,VARIABLE,250000.0,95.0,0.0,nan,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Partnership Advantage Investment Loan (Interest Only),Partnership Advantage Investment Loan (Interest Only) ($250k+),Regional Australia Bank,VARIABLE,250000.0,95.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,True,True,True,False,1
Fixed Rate Home Loan (Interest Only),Fixed Rate Home Loan (Interest Only) 3 Years,Queensland Country Credit Union,FIXED,5000.0,95.0,0.0,36.0,True,True,True,False,True,True,False,True,0,30,True,True,True,False,0
Fixed Rate Home Loan (Interest Only),Fixed Rate Home Loan (Interest Only) 2 Years,Queensland Country Credit Union,FIXED,5000.0,95.0,0.0,24.0,True,True,True,False,True,True,False,True,0,30,True,True,True,False,0
Ultimate Home Loan Package (Interest Only),Ultimate Home Loan Package (Interest Only) ,Queensland Country Credit Union,VARIABLE,5000.0,95.0,0.0,nan,True,True,True,False,True,False,False,True,0,30,True,True,True,False,0
Smart Pro Home Loan (Interest Only),"Smart Pro Home Loan (Interest Only) ($200k+, LVR < 80%) ",RESI Mortgage Corp,VARIABLE,500000.0,80.0,0.0,nan,False,True,True,False,True,False,False,True,25,30,True,True,True,False,0
Smart Pro Home Loan (Interest Only),"Smart Pro Home Loan (Interest Only) ($30,000-$199,999, LVR 80%-90%) ",RESI Mortgage Corp,VARIABLE,200000.0,90.0,80.0,nan,False,True,True,False,True,False,False,True,25,30,True,True,True,False,0
Smart Pro Home Loan (Interest Only),"Smart Pro Home Loan (Interest Only) ($30,000-$199,999, LVR 90%-95%) ",RESI Mortgage Corp,VARIABLE,200000.0,95.0,90.0,nan,False,True,True,False,True,False,False,True,25,30,True,True,True,False,0
Smart Pro Investment Loan (Interest Only),"Smart Pro Investment Loan (Interest Only) ($200k+, LVR < 80%) ",RESI Mortgage Corp,VARIABLE,500000.0,80.0,0.0,nan,False,True,True,False,False,True,False,True,25,30,True,True,True,False,1
Smart Pro Investment Loan (Interest Only),"Smart Pro Investment Loan (Interest Only) ($30,000-$199,999, LVR 80%-90%) ",RESI Mortgage Corp,VARIABLE,200000.0,90.0,80.0,nan,False,True,True,False,False,True,False,True,25,30,True,True,True,False,1
Low Doc Flexi Home Loan,Low Doc Flexi Home Loan,RESI Mortgage Corp,VARIABLE,20000.0,80.0,0.0,nan,False,False,True,False,True,False,True,False,5,30,True,True,True,False,3
Low Doc Flexi Investment Loan,Low Doc Flexi Investment Loan ,RESI Mortgage Corp,VARIABLE,20000.0,80.0,0.0,nan,False,False,True,False,False,True,True,False,5,30,True,True,True,False,1
Special Low Variable Rate Investment Loan,Special Low Variable Rate Investment Loan,Beyond Bank Australia,VARIABLE,150000.0,90.0,0.0,nan,False,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Fixed Rate Home Loan (Principal and Interest),Fixed Rate Home Loan 1 Year (LVR 80%-90%),State Custodians,FIXED,100000.0,90.0,80.0,12.0,True,False,True,False,True,False,True,False,15,30,True,True,True,False,2
Fixed Rate Home Loan (Principal and Interest),Fixed Rate Home Loan 2 Years (LVR < 80%),State Custodians,FIXED,100000.0,80.0,0.0,24.0,True,False,True,False,True,False,True,False,15,30,True,True,True,False,2
Fixed Rate Home Loan (Principal and Interest),Fixed Rate Home Loan 2 Years (LVR 90%-95%),State Custodians,FIXED,100000.0,95.0,90.0,24.0,True,False,True,False,True,False,True,False,15,30,True,True,True,False,2
Fixed Rate Home Loan (Principal and Interest),Fixed Rate Home Loan 3 Years (LVR 80%-90%),State Custodians,FIXED,100000.0,90.0,80.0,36.0,True,False,True,False,True,False,True,False,15,30,True,True,True,False,2
Fixed Rate Home Loan (Principal and Interest),Fixed Rate Home Loan 4 Years (LVR < 80%),State Custodians,FIXED,100000.0,80.0,0.0,48.0,True,False,True,False,True,False,True,False,15,30,True,True,True,False,2
Fixed Rate Home Loan (Principal and Interest),Fixed Rate Home Loan 4 Years (LVR 90%-95%),State Custodians,FIXED,100000.0,95.0,90.0,48.0,True,False,True,False,True,False,True,False,15,30,True,True,True,False,2
Fixed Rate Home Loan (Principal and Interest),Fixed Rate Home Loan 5 Years (LVR 80%-90%),State Custodians,FIXED,100000.0,90.0,80.0,60.0,True,False,True,False,True,False,True,False,15,30,True,True,True,False,2
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan 1 Year (Principal and Interest) (LVR < 80%),State Custodians,FIXED,100000.0,80.0,0.0,12.0,True,False,True,False,False,True,True,False,15,30,True,True,True,False,5
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan 1 Year (Principal and Interest) (LVR 90%-95%),State Custodians,FIXED,100000.0,95.0,90.0,12.0,True,False,True,False,False,True,True,False,15,30,True,True,True,False,5
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan 2 Years (Principal and Interest) (LVR 80%-90%),State Custodians,FIXED,100000.0,90.0,80.0,24.0,True,False,True,False,False,True,True,False,15,30,True,True,True,False,5
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan 3 Years (Principal and Interest) (LVR < 80%),State Custodians,FIXED,100000.0,80.0,0.0,36.0,True,False,True,False,False,True,True,False,15,30,True,True,True,False,5
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan 3 Years (Principal and Interest) (LVR 90%-95%),State Custodians,FIXED,100000.0,95.0,90.0,36.0,True,False,True,False,False,True,True,False,15,30,True,True,True,False,5
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan 4 Years (Principal and Interest) (LVR 80%-90%),State Custodians,FIXED,100000.0,90.0,80.0,48.0,True,False,True,False,False,True,True,False,15,30,True,True,True,False,5
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan 5 Years (Principal and Interest) (LVR < 80%),State Custodians,FIXED,100000.0,80.0,0.0,60.0,True,False,True,False,False,True,True,False,15,30,True,True,True,False,5
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan 5 Years (Principal and Interest) (LVR 90%-95%),State Custodians,FIXED,100000.0,95.0,90.0,60.0,True,False,True,False,False,True,True,False,15,30,True,True,True,False,5
Complete Fixed Home Loan (Interest Only),Complete Fixed Home Loan 2 Years (Interest Only),Bankwest,FIXED,200000.0,90.0,0.0,24.0,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Complete Fixed Home Loan (Interest Only),Complete Fixed Home Loan 4 Years (Interest Only),Bankwest,FIXED,200000.0,90.0,0.0,48.0,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Complete Fixed Investment Loan (Interest Only),Complete Fixed Investment Loan 2 Years (Interest Only),Bankwest,FIXED,200000.0,90.0,0.0,24.0,True,True,True,False,False,True,False,True,1,30,True,True,True,False,4
Complete Fixed Investment Loan (Interest Only),Complete Fixed Investment Loan 1 Year (Interest Only),Bankwest,FIXED,200000.0,90.0,0.0,12.0,True,True,True,False,False,True,False,True,1,30,True,True,True,False,4
Complete Fixed Investment Loan (Interest Only),Complete Fixed Investment Loan 4 Years (Interest Only),Bankwest,FIXED,200000.0,90.0,0.0,48.0,True,True,True,False,False,True,False,True,1,30,True,True,True,False,4
Solutions Plus Home Loan (Interest Only),"Solutions Plus Home Loan (Interest Only) ($500k-$750k, LVR 80%-90%)",UniBank,VARIABLE,500000.0,90.0,80.0,nan,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Solutions Plus Home Loan (Interest Only),"Solutions Plus Home Loan (Interest Only) ($150k-$250k, LVR 90%-95%)",UniBank,VARIABLE,150000.0,95.0,90.0,nan,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Solutions Plus Home Loan (Interest Only),"Solutions Plus Home Loan (Interest Only) ($750k+, LVR 60%-80%)",UniBank,VARIABLE,750000.0,80.0,60.0,nan,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Solutions Plus Home Loan (Interest Only),"Solutions Plus Home Loan (Interest Only) ($250k-$500k, LVR 80%-90%)",UniBank,VARIABLE,250000.0,90.0,80.0,nan,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Solutions Plus Home Loan (Interest Only),"Solutions Plus Home Loan (Interest Only) ($250k-$500k, LVR 60%-80%)",UniBank,VARIABLE,250000.0,80.0,60.0,nan,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Solutions Plus Home Loan (Interest Only),"Solutions Plus Home Loan (Interest Only) ($150k-$250k, LVR < 60%)",UniBank,VARIABLE,150000.0,60.0,0.0,nan,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Solutions Plus Home Loan (Interest Only),"Solutions Plus Home Loan (Interest Only) ($500k-$750k, LVR 60%-80%)",UniBank,VARIABLE,500000.0,80.0,60.0,nan,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Solutions Plus Home Loan (Interest Only),"Solutions Plus Home Loan (Interest Only) ($150k-$250k, LVR 80%-90%)",UniBank,VARIABLE,150000.0,90.0,80.0,nan,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Advantage Package Fixed Rate Home Loan (Interest Only) (New Customer),Advantage Package Fixed Rate Home Loan (Interest Only) 2 Years (New Customer),Bank of Melbourne,FIXED,150000.0,95.0,0.0,24.0,True,True,False,False,True,False,False,True,1,30,True,True,True,False,0
Advantage Package Fixed Rate Home Loan (Principal and Interest) (New Customer),Advantage Package Fixed Rate Home Loan 2 Years (New Customer),Bank of Melbourne,FIXED,150000.0,95.0,0.0,24.0,True,True,False,False,True,False,True,False,1,30,True,True,True,False,2
Advantage Package Fixed Rate Investment Loan (Principal and Interest) (New Customer),Advantage Package Fixed Rate Investment Loan 2 Years (New Customer),Bank of Melbourne,FIXED,150000.0,95.0,0.0,24.0,True,True,False,False,False,True,True,False,1,30,True,True,True,False,5
Advantage Package Fixed Rate Investment Loan (Interest Only) (New Customer),Advantage Package Fixed Rate Investment Loan (Interest Only) 2 Years (New Customer),Bank of Melbourne,FIXED,150000.0,95.0,0.0,24.0,True,True,False,False,False,True,False,True,1,30,True,True,True,False,4
Advantage Package Fixed Rate Home Loan (Interest Only) (New Customer),Advantage Package Fixed Rate Home Loan (Interest Only) 2 Years (New Customer),BankSA,FIXED,150000.0,95.0,0.0,24.0,True,True,False,False,True,False,False,True,1,30,True,True,True,False,0
Advantage Package Fixed Rate Home Loan (Principal and Interest) (New Customer),Advantage Package Fixed Rate Home Loan (Principal and Interest) 2 Years (New Customer),BankSA,FIXED,150000.0,95.0,0.0,24.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
Advantage Package Fixed Rate Investment Loan (Interest Only) (New Customer),Advantage Package Fixed Rate Investment Loan (Interest Only) 3 Years (New Customer),BankSA,FIXED,150000.0,95.0,0.0,36.0,True,True,False,False,False,True,False,True,1,30,True,True,True,False,4
Advantage Package Fixed Rate Investment Loan (Principal and Interest) (New Customer),Advantage Package Fixed Rate Investment Loan (Principal and Interest) 2 Years (New Customer),BankSA,FIXED,150000.0,95.0,0.0,24.0,True,True,True,False,False,True,True,False,1,30,True,True,True,False,5
Advantage Home Loan (Special),Advantage Home Loan Special (LVR < 95%),Mortgage House,VARIABLE,300000.0,95.0,0.0,nan,True,False,True,False,True,False,True,False,1,30,True,True,True,False,3
Premier Package Fixed Options Home Loan (Principal and Interest) (New Customer),Premier Package Fixed Options Home Loan (Principal and Interest) (New Customer) 2 Years,Westpac,FIXED,150000.0,95.0,0.0,24.0,True,False,True,False,True,False,True,False,1,30,True,True,True,True,2
Premier Package Fixed Options Home Loan (Interest Only) (New Customer),Premier Package Fixed Options Home Loan (Interest Only) (New Customer) 2 Years ,Westpac,FIXED,150000.0,80.0,0.0,24.0,True,False,True,False,True,False,False,True,1,30,False,False,True,True,0
Premier Package Fixed Rate Investment Loan (Interest Only) (New Customer),Premier Package Fixed Rate Investment Loan (Interest Only) (New Customer) 2 Years,Westpac,FIXED,150000.0,80.0,0.0,24.0,True,False,True,False,False,True,False,True,1,30,False,False,True,True,4
Mutual Investment Loan (Principal and Interest),Mutual Investment Loan (Principal and Interest) (LVR < 80%),FCCS Credit Union,VARIABLE,0.0,80.0,0.0,nan,False,False,True,False,False,True,True,False,1,30,True,True,True,False,1
Mutual Investment Loan (Interest Only),Mutual Investment Loan (Interest Only) (LVR < 80%),FCCS Credit Union,VARIABLE,0.0,80.0,0.0,nan,False,False,True,False,False,True,False,True,1,30,True,True,True,False,4
Fixed Rate Home Loan (Interest Only),Fixed Rate Home Loan (Interest Only) 2 Years,State Custodians,FIXED,0.0,80.0,0.0,24.0,False,False,False,False,True,False,False,True,0,45,True,True,True,False,0
Fixed Rate Home Loan (Interest Only),Fixed Rate Home Loan (Interest Only) 4 Years,State Custodians,FIXED,0.0,80.0,0.0,48.0,False,False,False,False,True,False,False,True,0,45,True,True,True,False,0
Fixed Rate Investment Loan (Interest Only),Fixed Rate Investment Loan (Interest Only) 3 Years,State Custodians,FIXED,0.0,80.0,0.0,36.0,False,False,False,False,False,True,False,True,0,45,True,True,True,False,4
Fixed Rate Investment Loan (Interest Only),Fixed Rate Investment Loan (Interest Only) 1 Year,State Custodians,FIXED,0.0,80.0,0.0,12.0,False,False,False,False,False,True,False,True,0,45,True,True,True,False,4
Fixed Rate Investment Loan (Interest Only),Fixed Rate Investment Loan (Interest Only) 5 Years,State Custodians,FIXED,0.0,80.0,0.0,60.0,False,False,False,False,False,True,False,True,0,45,True,True,True,False,4
Discounted Variable Rate Home Loan (Interest Only),Discounted Variable Rate Home Loan (Interest Only),Credit Union SA,VARIABLE,20000.0,97.0,0.0,nan,True,False,False,False,True,False,False,True,1,30,True,True,True,False,0
Variable Investment Loan Package (Interest Only),Variable Investment Loan Package Special (Interest Only),Credit Union SA,VARIABLE,150000.0,80.0,0.0,nan,True,True,False,False,False,True,False,True,1,30,True,True,True,False,1
Variable Home Loan Package (Interest Only),Variable Home Loan Package (Interest Only) ($150k+),Credit Union SA,VARIABLE,150000.0,97.0,0.0,nan,True,True,False,False,True,False,False,True,1,30,True,True,True,False,0
Fixed Investment Loan Package (Interest Only),Fixed Investment Loan Package (Interest Only) 3 Years,Credit Union SA,FIXED,150000.0,97.0,0.0,36.0,True,False,False,False,False,True,False,True,1,30,True,True,True,False,4
Fixed Rate Investment Loan (Interest Only),Fixed Rate Investment Loan 3 Years (Interest Only),Credit Union SA,FIXED,20000.0,97.0,0.0,36.0,True,False,False,False,False,True,False,True,1,30,True,True,True,False,4
Fixed Rate Investment Loan (Interest Only),Fixed Rate Investment Loan (Interest Only) 1 Year,Credit Union SA,FIXED,20000.0,97.0,0.0,12.0,True,False,False,False,False,True,False,True,1,30,True,True,True,False,4
Variable Rate Home Loan (Interest Only),Variable Rate Home Loan (Interest Only),Credit Union SA,VARIABLE,20000.0,97.0,0.0,nan,True,True,False,False,True,False,False,True,1,30,True,True,True,False,0
Fixed Home Loan Package (Interest Only),Fixed Home Loan Package 2 Years (Interest Only),Credit Union SA,FIXED,150000.0,97.0,0.0,24.0,True,False,False,False,True,False,False,True,1,30,True,True,True,False,0
Fixed Rate Home Loan (Interest Only),Fixed Rate Home Loan 2 Years (Interest Only),Credit Union SA,FIXED,20000.0,97.0,0.0,24.0,True,False,False,False,True,False,False,True,1,30,True,True,True,False,0
Fixed Rate Home Loan (Interest Only),Fixed Rate Home Loan 1 Year (Interest Only),Credit Union SA,FIXED,20000.0,97.0,0.0,12.0,True,False,False,False,True,False,False,True,1,30,True,True,True,False,0
Premium Investment Loan,"Premium Investment Loan ($150k-$250k, LVR < 80%) ",Summerland Credit Union,VARIABLE,150000.0,80.0,0.0,nan,False,True,True,False,False,True,True,True,1,30,True,True,True,False,1
Premium Investment Loan ,"Premium Investment Loan ($250k+, LVR < 80%) ",Summerland Credit Union,VARIABLE,250000.0,80.0,0.0,nan,False,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Offset Investment Loan,"Offset Investment Loan ($150k-$250k, LVR < 80%) ",Summerland Credit Union,VARIABLE,150000.0,80.0,0.0,nan,False,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Offset Investment Loan,"Offset Investment Loan ($150k-$250k, LVR 80%-95%) ",Summerland Credit Union,VARIABLE,150000.0,95.0,80.0,nan,False,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Fixed Home Loan (Interest Only),Fixed Home Loan 2 Years (Interest Only),UniBank,FIXED,25000.0,80.0,0.0,24.0,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Fixed Home Loan (Interest Only),Fixed Home Loan 4 Years (Interest Only),UniBank,FIXED,25000.0,80.0,0.0,48.0,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Fixed Home Loan (Interest Only),Fixed Home Loan 3 Years (Interest Only),UniBank,FIXED,25000.0,80.0,0.0,36.0,True,True,True,False,True,False,False,True,1,30,True,True,True,False,0
Fixed Investment Loan (Interest Only),Fixed Investment Loan 5 Years (Interest Only),UniBank,FIXED,25000.0,70.0,0.0,60.0,True,True,True,False,False,True,False,True,1,30,True,True,True,False,4
Fixed Investment Loan (Interest Only),Fixed Investment Loan 4 Years (Interest Only),UniBank,FIXED,25000.0,70.0,0.0,48.0,True,True,True,False,False,True,False,True,1,30,True,True,True,False,4
